Hauptgruppe;Mittelgruppe;Gruppenadresse;Name;DPT;IDM-Objekt;Register;Richtung
Wärmepumpe;Booster;8/3/220;WP Booster B Vorlauftemperatur;9.001;988;booster_b_flow_temp;lesen
Wärmepumpe;Booster;8/3/221;WP Booster B Rücklauftemperatur;9.001;989;booster_b_return_temp;lesen
Wärmepumpe;Booster;8/3/222;WP Booster B Wärmequellenpumpe;5.001;990;booster_b_source_pump;lesen
Wärmepumpe;Booster;8/3/223;WP Booster B Ladepumpe;5.001;991;booster_b_charging_pump;lesen
Wärmepumpe;PV und Batterie;8/3/224;WP Hausverbrauch;9.024;992;house_consumption;lesen/schreiben
Wärmepumpe;PV und Batterie;8/3/225;WP Batterie Entladung;9.024;993;battery_discharge;lesen/schreiben
Wärmepumpe;PV und Batterie;8/3/226;WP Batterie SOC;5.001;994;battery_soc;lesen/schreiben
Wärmepumpe;PV und Batterie;8/3/227;WP PV Überschuss;9.024;995;pv_surplus;lesen/schreiben
Wärmepumpe;PV und Batterie;8/3/228;WP PV Produktion;9.024;996;pv_production;lesen/schreiben
Wärmepumpe;PV und Batterie;8/3/229;WP Elektrische Leistungsaufnahme Wärmepumpe;9.024;997;power_consumption_hp;lesen
Wärmepumpe;PV und Batterie;8/3/230;WP Thermische Leistung (Durchflusssensor);9.024;998;thermal_power_flow_sensor;lesen
Wärmepumpe;PV und Batterie;8/3/231;WP Gesamte Wärmemenge (Vortex);14.031;999;total_heat_energy;lesen
